PG.ProteinGroups,PG.Genes,PG.Organisms,[1] oecf4_20240822_Exp61_LTED_DMSO_rep1_full.raw.PG.Quantity,[2] oecf4_20240822_Exp61_LTED_DMSO_rep2_full.raw.PG.Quantity,[3] oecf4_20240822_Exp61_LTED_DMSO_rep3_full.raw.PG.Quantity,[4] oecf4_20240822_Exp61_LTED_inh_rep1_full.raw.PG.Quantity,[5] oecf4_20240822_Exp61_LTED_inh_rep2_full.raw.PG.Quantity,[6] oecf4_20240822_Exp61_LTED_inh_rep3_full.raw.PG.Quantity,[7] oecf4_20240822_Exp61_TAMR_DMSO_rep1_full.raw.PG.Quantity,[8] oecf4_20240822_Exp61_TAMR_DMSO_rep2_full.raw.PG.Quantity,[9] oecf4_20240822_Exp61_TAMR_DMSO_rep3_full.raw.PG.Quantity,[10] oecf4_20240822_Exp61_TAMR_inh_rep1_full.raw.PG.Quantity,[11] oecf4_20240822_Exp61_TAMR_inh_rep2_full.raw.PG.Quantity,[12] oecf4_20240822_Exp61_TAMR_inh_rep3_full.raw.PG.Quantity,[13] oecf4_20240822_Exp61_WT_DMSO_rep1_full.raw.PG.Quantity,[14] oecf4_20240822_Exp61_WT_DMSO_rep2_full.raw.PG.Quantity,[15] oecf4_20240822_Exp61_WT_DMSO_rep3_full.raw.PG.Quantity,[16] oecf4_20240822_Exp61_WT_inh_rep1_full.raw.PG.Quantity,[17] oecf4_20240822_Exp61_WT_inh_rep2_full.raw.PG.Quantity,[18] oecf4_20240822_Exp61_WT_inh_rep3_full.raw.PG.Quantity
P49773,HINT1,Homo sapiens,7474042.5,5954816.5,7279539,5614308,8394066,4614636,5956988,4751870,13650782,5637625,5120559.5,10964601,11403291,7743016,4129924.25,15169985,9008024,5583491
P49789,FHIT,Homo sapiens,183654.953125,194999.28125,127229.4921875,190778.8125,225798.65625,154866.109375,198720.71875,197519.671875,192142.71875,185877.15625,195922.953125,219653.765625,196512.015625,181655.65625,156294.5625,206239.203125,187651.421875,142822.234375
P49790,NUP153,Homo sapiens,608903.375,760353.1875,601275.1875,716821.5,794572.375,593377,498848.375,528060.6875,460519.75,575795.1875,592650.375,588736.75,858773.5625,633687.5,626685.6875,804412.5,719006.875,559895.4375
P49792,RANBP2,Homo sapiens,1667138.125,1772141.375,1458071.25,1661523.625,1971910.25,1279205.875,1709825.625,1728489.75,1696481.375,1777868.5,1861114.75,2204989.75,2369167,1774782.5,1670889.875,2284549.25,1918585.875,1518890
P49795,RGS19,Homo sapiens,39704.078125,69398.5390625,NaN,52685.7265625,78396.875,47464.46875,91549.7578125,74047.8125,96685.546875,94385.859375,87512.1484375,136150.109375,84883.0859375,83433.4921875,57313.10546875,82305.3046875,84443.6015625,48875.55078125
P49796,RGS3,Homo sapiens,40973.35546875,42681.88671875,34882.7734375,39373.890625,46260.9375,36767.83984375,52405.10546875,62144.59765625,60154.4921875,53053.22265625,60028.515625,66039.5,34599.01171875,30781.080078125,27914.173828125,32621.29296875,27407.1953125,30969.771484375
P49810,PSEN2,Homo sapiens,21138.90234375,NaN,NaN,16842.005859375,20374.28125,NaN,10140.16796875,10417.6826171875,10487.166015625,12673.9052734375,NaN,NaN,26351.703125,21227.8828125,24949.48828125,25789.361328125,19458.91015625,NaN
P49815,TSC2,Homo sapiens,212304.640625,225506.796875,199058.296875,200678.8125,258613.53125,163095.546875,201661.34375,210833.734375,226560.953125,204382.71875,202710.296875,283214.03125,353183.0625,235564.140625,251033.3125,323395.1875,282853.65625,233545.640625
P49821,NDUFV1,Homo sapiens,3635501.5,3878249,3184666,3376263.5,4351141.5,2553961.75,4604406.5,4232820.5,4280492.5,4319792,4774705,6305474.5,6549267,4890136.5,4691923,6363507,5400327.5,4197067.5
P49840,GSK3A,Homo sapiens,1013882.3125,1045969.25,725842.1875,904961.25,1118268.375,729690.75,734426.8125,727491.4375,751089.75,679913.5,753026.4375,940022.6875,1073848.25,874087.4375,895677.9375,981836.5625,881563.75,784108.1875
P49841,GSK3B,Homo sapiens,1862029.875,2040170.25,1253312.75,1804889.5,2153913.5,1382089.625,1118897.5,943067.625,976190.8125,879027.0625,1093101.375,1371889.25,1716611,1180562.75,1202721.75,1455205.375,1297702.5,1049408
P49842,STK19,Homo sapiens,100452.203125,105970.28125,83680.109375,99422.375,104834.6328125,79251.203125,66767.046875,69141.515625,85123,71842.859375,70884.3359375,91365.390625,91248.03125,70146.5390625,57097.28125,91242.3984375,73677.1328125,58690.5390625
P49848,TAF6,Homo sapiens,233835.046875,260414.453125,168810.328125,207315.859375,255230.5,198063.328125,217060.25,210935.921875,234025.984375,218308.921875,249701.5625,303535.59375,326782.8125,237324.953125,236327.4375,322853.625,249197.90625,203694.984375
P49902,NT5C2,Homo sapiens,1483729.125,1453160.125,1266198.875,1388229.5,1675935.625,1001230.9375,804614.4375,797978.125,918300.0625,802690.8125,841949.1875,1147010.25,1453513.875,1065028.75,1067271.125,1353007.5,1160793,1052088.125
P49903,SEPHS1,Homo sapiens,2052995.75,2217709.75,1645442.5,1944401.75,2683068,1227227.375,1414969.25,1028934.8125,1953037.125,1128879.5,1148739.5,2187974,2861451,2015857.375,1401594.875,2778138,2282059.75,1589246.5
P49914,MTHFS,Homo sapiens,728192.875,797076.3125,686204.1875,706510.25,876595.9375,496025.46875,406675.125,344809.75,404832.53125,371295.625,421584.375,587023.8125,760708.4375,477368.875,484868.09375,722669.625,589144.1875,411706.84375
P49915,GMPS,Homo sapiens,10695105,10940276,8730272,10252516,12419378,8158035,10085171,8824776,10386887,9296710,9918343,13060208,15969498,11845412,11110866,15778429,13314730,9899195
P49916,LIG3,Homo sapiens,1166316.875,1254701.625,966878.1875,1144755,1465911.25,895295.3125,1107301.375,927756.5,1150623.375,1073613.125,1169835.625,1524535.625,1776659.125,1303415.25,1190819.125,1809522.625,1464086.25,1046048.1875
P49917,LIG4,Homo sapiens,129841.4375,129459.6328125,111967.890625,94732.09375,159170.09375,110926.890625,102897.71875,86181.4921875,111509.703125,95300.0234375,87623.3203125,133606.4375,99948.4296875,114756.359375,51415.046875,111488.7421875,77560.3046875,71963.953125
P49959,MRE11,Homo sapiens,846612.75,860941,762473.1875,789355.875,1002046.125,624484.4375,877864.3125,745704.375,978742.625,899293.5625,875151.75,1183728.625,1607112,1217581.375,988369.9375,1613226.375,1268518.875,993223.125
P50053,KHK,Homo sapiens,71187.859375,86603.453125,96017.4453125,65795.03125,106764.6640625,60205.8671875,69243.421875,65748.6796875,79980.859375,64583.859375,74025.953125,95819.34375,222787.046875,135290.125,148001.0625,209093.5,173555.0625,124282.40625
P50135,HNMT,Homo sapiens,NaN,NaN,NaN,NaN,NaN,NaN,377898.75,294278.53125,721852.125,459367.25,304208.8125,320545.8125,3208624,2309045.25,2294182.5,3027868.25,2379041.75,1869140.5
P50148,GNAQ,Homo sapiens,713116,826623.375,601533.125,699355.75,838574.3125,441112.875,752104.3125,634184.25,738488.875,646665,804899,1075901.5,1169598,857848.1875,811376.5625,1166260.75,905409.4375,660129.5625
P50151,GNG10,Homo sapiens,104505.2265625,61082.7734375,NaN,135504.53125,101745.15625,78424.25,116360.703125,149738.390625,93328.4140625,106150.9140625,95769.1640625,98419.8203125,85526.359375,81976.296875,87802.59375,100594.0390625,98133.875,81804.453125
P50213,IDH3A,Homo sapiens,8268890.5,8679401,7370934.5,8206073.5,9997819,6580544.5,7891982,7115707.5,8323249.5,8421361,7407476,10280296,11598873,7765614.5,6374303,10891234,8486597,5987998.5
P50219,MNX1,Homo sapiens,NaN,NaN,NaN,20432.73046875,52626.59765625,NaN,86230.4921875,79277.4375,95500.640625,75958.484375,71548.34375,123900.4921875,111857.7890625,105547.484375,62366.36328125,124040.1171875,78297.7265625,82374.1640625
P50225,SULT1A1,Homo sapiens,56132.10546875,35833.078125,NaN,50835.72265625,38573.390625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45502.40625,34393.72265625,50399.56640625,42624.13671875,48893.03515625,NaN
P50336,PPOX,Homo sapiens,77019.671875,85992.4921875,98700.1640625,81432.1484375,103096.703125,62933.17578125,89689.359375,75323.0859375,107860.96875,83463.296875,80813.0859375,112621.75,290358.71875,223372.796875,194866.53125,235901.765625,234643.78125,191824.125
P50395,GDI2,Homo sapiens,20964964,21056282,16305614,20200172,24041858,15288096,14198463,14469991,13550684,14246085,14536071,18410062,22098788,16863622,14673112,19534728,17344200,14124687
P50402,EMD,Homo sapiens,1409011.75,1448871.75,1650842.25,1595317.375,1768539.875,1155152.25,940938.0625,957556.75,1032117.4375,1219508.75,1092827.5,1344013,829980.0625,608045.875,569258.8125,857182.3125,686861.5,591076.625
P50416,CPT1A,Homo sapiens,9582056,9845226,7581004,8917947,11716057,6157266,7620670,7315713.5,7816052.5,7183985.5,7792267.5,10398952,7969993.5,5569753.5,5719972.5,7208071.5,6542372,4928742.5
P50443,SLC26A2,Homo sapiens,141012.546875,167282.265625,125074.75,133102.609375,173189.890625,147236.265625,50542.63671875,43851.65234375,60825.43359375,51312.26171875,62510.58203125,62140.32421875,1795936.625,1170116.25,1164972.875,1357117.75,1429243.25,1086906.875
P50452,SERPINB8,Homo sapiens,110204.3359375,116361.203125,NaN,101235.640625,100703.4140625,NaN,140295.46875,102660.1171875,101300.9296875,107817.8125,113781.625,150949.53125,260099.953125,175918.546875,138151.484375,239836.78125,211692.1875,159105.0625
P50453,SERPINB9,Homo sapiens,278883.65625,243847.6875,197614.890625,244638.171875,275390.9375,178190.9375,NaN,NaN,NaN,NaN,NaN,NaN,353984.96875,300933.65625,278802.21875,405912.84375,344201.09375,235774.625
P50454,SERPINH1,Homo sapiens,18894812,18715224,16407504,17405484,22861236,14149770,14098731,12821101,16495873,14325262,13909823,19941760,17835568,15658886,13030093,18293942,15733180,13072812
P50502,ST13,Homo sapiens,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P50542,PEX5,Homo sapiens,116828.015625,81669.8203125,95693.5390625,82036.8203125,114515.734375,68804.734375,76108.9765625,28240.578125,112477.9296875,65823.890625,44889.59765625,111623.4609375,182997.953125,126908.8125,62871.46484375,153373.046875,124650.703125,103878.7890625
P50548,ERF,Homo sapiens,139590.359375,125848.7109375,103059.0625,123599.640625,125890.3359375,70753.59375,124927.234375,114897.6484375,116946.296875,105055.7578125,125881.2109375,133324.265625,149073.96875,122875.5546875,100980.359375,155011.515625,125308.6484375,107939.109375
P50552,VASP,Homo sapiens,1322810.875,1516840.625,1331704.375,1381939.25,1664803.5,1185913.625,1376390.125,1324111.125,1379319.625,1512152.25,1593986.375,1778633.125,1326025.25,998581.9375,992053.9375,1283998.375,1131835.375,947447.3125
P50570,DNM2,Homo sapiens,2613253.5,2592683.25,1947979.5,2309525.75,3024719.5,1630821.375,2549270.25,2309111.25,2909583,2598939,2553627,3644133,3970245.75,3222966.5,2510106.25,3981411.25,3146156,2516253.5
P50579,METAP2,Homo sapiens,1408211.5,1560494.5,893527,1264368.75,1648489.125,943721.4375,2005417.75,1780711.875,1688199.75,1710776.5,2180126.75,2673052.5,2685536.25,1890863,2309374,2446172.25,2241434,1753351.5
P50583,NUDT2,Homo sapiens,616494.125,639143.9375,452691.3125,574477.8125,692280.75,440949.40625,630145,639523.3125,611692.8125,590572.25,683528,913538.3125,1023932.3125,755831.4375,751922.375,928902.8125,882311.0625,636582.9375
P50613,CDK7,Homo sapiens,753557.8125,836587.875,561516.25,735077.4375,880898.625,647835.875,661306.8125,582556.375,648688.375,570882.375,678263.5625,823642,1106034.75,840243.1875,794371.5625,932728.8125,912545.625,743288.75
P50616,TOB1,Homo sapiens,26677.77734375,28230.556640625,NaN,NaN,29817.12890625,NaN,38052.41015625,42107.04296875,41112.59375,34796.01171875,42106.54296875,37267.28125,47857.1015625,34906.234375,30113.33984375,30404.796875,34811.0703125,NaN
P50747,HLCS,Homo sapiens,180350.15625,193701.015625,150934.921875,170826.734375,243861.03125,175831.96875,101955.296875,85589.71875,97183.375,113572.46875,99039.7578125,134360.859375,187334.546875,138779.390625,171530.859375,161976.703125,166092.9375,162895.84375
P50748,KNTC1,Homo sapiens,442672.09375,465183.75,343756.5625,428958.5,548899,343654.34375,364014.09375,360453.28125,404089.53125,340895.875,372770.96875,477804.125,568075.0625,379853,378481.90625,500384.125,462547.28125,351865.53125
P50750,CDK9,Homo sapiens,1599849.625,1672816.375,1293358.25,1518374.875,1851941.375,1230035.5,1486533.625,1379910.25,1446827,1367408.625,1479088.25,1818662.625,1910525.375,1494083,1366059.25,1959581.5,1623359.625,1314272.5
P50851,LRBA,Homo sapiens,898489.9375,925445.5625,797232.6875,859747.9375,1055849.25,665786.0625,937525.5625,892528.5,986904.125,888017.625,931560,1227026.875,1018154.6875,713867.0625,701184.9375,923454.8125,793557.1875,655819
P50895,BCAM,Homo sapiens,1641882.75,1925219.75,1441085.875,1815523.875,2067808.75,1409060.25,1365845.875,1469307.125,1315524.875,1637424,1592003,1802262.5,1466811,1051820.125,940103.5,1239233.625,1156587.75,937036.1875
P50897,PPT1,Homo sapiens,7161523,7554961.5,5762015.5,7101559.5,8658241,5351155.5,11251131,10424639,10883063,11811961,11086375,14388738,5201215,3436702,2945667.5,4969229,4136180.25,2864332.75
P50914,RPL14,Homo sapiens,39937664,43922552,40296192,40419864,51683632,33095418,35786160,32616040,35583128,35294204,34747708,47348580,49265908,43310828,36311608,51136352,43529208,36510372
P50990,CCT8,Homo sapiens,42954676,44789672,36270988,41959916,51221848,32926836,34254724,31185556,32204784,31709458,33983952,43063192,51125696,37073984,32893830,49028108,40570360,30056216
P50991,CCT4,Homo sapiens,29112894,31651964,22712898,28810918,34067240,23196852,25496300,23618252,23318806,23458436,25656740,31811416,41143276,30471258,27090984,38709488,32172648,24578410
P50995,ANXA11,Homo sapiens,3060822.25,3458493.5,2214767.5,3619127.25,4216945,3069911.75,1659711,1675169.625,1737367.625,1277461.875,1631530.5,1941861,3808596.75,2814344.25,2563645.5,3699376,3130937.5,2330990.25
P51003,PAPOLA,Homo sapiens,946682.8125,953343,801443.5625,907836,1097505,695227.125,1019373.0625,941699.375,1058482.25,926833.6875,1009290.125,1320545.625,1249883,952809.9375,865364.0625,1210370.625,1029628.6875,834086.75
P51114,FXR1,Homo sapiens,2151917.75,2183107.25,1668692.375,1980693.375,2450225.5,1583936.625,2656558.25,2484864,2606421.5,2432202.75,2678426.25,3521516,3071922.25,2408463.25,2300430,3031130,2516718.25,1932789.875
P51116,FXR2,Homo sapiens,916307.9375,958242.3125,676413.0625,800972.0625,1036475.625,661529.125,1045439.5625,1017692.1875,923067.625,996967.5,1081844.625,1348073.125,1305396.25,1010705.375,1105408,1298271.5,1099857.625,797936.0625
P51148,RAB5C,Homo sapiens,14092716,15267918,11979179,14196506,16142907,12971534,13460808,11782613,15273121,13037232,13873064,16710854,16321909,13267494,11898546,16416108,14896548,11723158
P51149,RAB7A,Homo sapiens,32781488,32055636,24265682,30889924,38804872,21888048,24061628,23161402,24333702,22718260,23395508,31105394,36190656,26352870,21325396,35317068,28640792,21463672
P51151,RAB9A,Homo sapiens,888609.5,923421.0625,711262,845986.5625,984134.375,733498.1875,635070.625,637715.6875,753696.5,624133.3125,691827.875,834750.9375,646180.8125,514120.84375,426194.40625,619093.25,557976.6875,455987.75
P51153,RAB13,Homo sapiens,710778.875,765728.9375,597486.3125,721711.6875,852574.6875,430955.28125,485569,479005.875,493460.9375,433562.65625,480402.125,610016.0625,842973.0625,574241.8125,612890.5,863525.3125,707407.8125,489718.6875
P51157,RAB28,Homo sapiens,155600.734375,173202.171875,128690.2265625,155123.171875,201982.9375,127815.453125,55230.4140625,62532.54296875,92132.6328125,64685.0859375,72722.6796875,92466.328125,100381.921875,103697.2734375,67717.1171875,112832.4296875,105805.109375,86718.5078125
P51159,RAB27A,Homo sapiens,1145043.5,1132528.25,1221883.375,1088461.125,1366052.25,706864.0625,215545.671875,209625.109375,210940.796875,221604.71875,216697.75,277901.96875,271427.46875,191414.109375,178197.140625,276403.8125,230981.8125,173890.34375
P51161,FABP6,Homo sapiens,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19625.931640625,17681.41796875,10075.638671875,20322.26953125,19869.40625,13804.517578125
P51397,DAP,Homo sapiens,49716.26171875,43559.1484375,84506.75,38128.6484375,56922.65234375,42282.93359375,42614.74609375,47273.6328125,57532.12109375,29378.169921875,29431.8046875,55701.46875,48393.234375,28983.025390625,23955.34765625,46022.01171875,33673.3828125,22392.70703125
P51398,DAP3,Homo sapiens,3289663.25,3404207,2676826.75,3136441,3849466.5,2320137.75,2890090.25,2533433.75,2899204.25,2689000.5,2787121,3997817.75,4813579.5,3544094.25,2911308.25,4549844.5,3696926,2871883
P51452,DUSP3,Homo sapiens,1649942.25,1941645.625,1457877.625,1898292.75,2184249.5,1409359.875,1101035.875,935284.625,1135158,1160282.25,1253718.75,1346716.875,1523267.5,1034555.625,835928.9375,1432371.375,1260165.375,834841.9375
P51511,MMP15,Homo sapiens,101255.8984375,82547.6171875,NaN,58929.7890625,99669.9140625,NaN,33930.85546875,NaN,NaN,NaN,34044.07421875,67130.7734375,75118.421875,NaN,49588.33984375,49559.73828125,32061.833984375,NaN
P51530,DNA2,Homo sapiens,64185.4375,44509.76171875,82697.2265625,57945.16796875,69619.578125,43053.09765625,52895.8203125,60260.1015625,61438.70703125,47935.40234375,60641.6796875,65994.3515625,136909.3125,116446.1640625,101419.2109375,129925.6328125,117566.6640625,96146.375
P51531,SMARCA2,Homo sapiens,194228.28125,216899.78125,223488.75,199552.4375,205709.6875,165321.265625,147851.1875,126339.4375,139429.125,132824.6875,124988.9296875,168121.984375,158057.859375,133486.84375,130840.625,167701.96875,150931.359375,114427.90625
P51532,SMARCA4,Homo sapiens,1263588.125,1211061.625,997814.0625,1193170.875,1437001.125,985688.75,1200306.625,1011514.5625,1024859.6875,1109272.375,1199795.25,1437178.5,1789203.375,1270483.125,1127210.875,1756479,1323281.875,979171
P51553,IDH3G,Homo sapiens,4204266,4525155,2697709,3819213,4486396.5,2978402.25,3413468.25,3379064.75,3331164.5,3256632.5,3614267.75,4461725.5,3492066.75,2844004,2700850.25,3487228.25,2928821.25,2453968
P51570,GALK1,Homo sapiens,5059799,5240270.5,4051598,4778042.5,6045179,4022942.25,8321732.5,7808346,7923300,7859932.5,8492797,11270900,11380576,8462067,8015509,11241068,8847139,6405518.5
P51571,SSR4,Homo sapiens,9119805,9185687,7205738.5,9047656,11452541,7130113.5,6019070.5,5506463,6607721,5785281,5841112,8347081.5,9538160,7053407.5,5887596.5,8840657,7531659.5,6023193.5
P51572,BCAP31,Homo sapiens,13588165,14566549,9775876,14346885,18437358,12603835,7016433.5,7970475.5,7467705,8434917,8435378,9504502,5407567.5,3628439.5,3611677.75,4721797.5,4168240.5,3191521.25
P51580,TPMT,Homo sapiens,728116.6875,710316.0625,581212.5625,681152.625,830572.625,527868.0625,547985.375,518830.96875,552081.1875,560413.9375,588935.6875,703886.8125,597079.625,458821.40625,406928.78125,515709.59375,481923.6875,357835.0625
P51587,BRCA2,Homo sapiens,59505.3125,57459.53515625,NaN,76482.6875,104981.859375,52178.17578125,84805.9921875,88210.3984375,120123.1796875,85051.6953125,88221.5,71446.203125,86438.0859375,116267.140625,71265.546875,90947.8359375,93975.609375,98706.4140625
P51589,CYP2J2,Homo sapiens,127224.078125,88150.6171875,79385.7109375,57710.26953125,86352.015625,77305.296875,97229.2421875,100407.2734375,104147.2265625,106426.3046875,114327.1640625,153276.8125,28917.958984375,NaN,19016.13671875,NaN,NaN,NaN
P51608,MECP2,Homo sapiens,283884.78125,291898.5,212556.6875,291305.03125,373642.0625,274558.34375,266341.9375,271039.53125,282341.6875,238930,280211,341127.03125,87529.3828125,92670.671875,91834.6796875,100904.6171875,81267.1875,89824.484375
P51610,HCFC1,Homo sapiens,4329017.5,4553598.5,3170784.75,4185139.25,5018931,3049456,3615436.5,3603565,3656175.75,3558333.75,3866899.25,4660969.5,3961280.5,2969144.75,2795402.25,3858090,3163279,2535473.5
P51617,IRAK1,Homo sapiens,787237.5625,778764.8125,681044,785272.1875,952260.6875,600652.375,440827.46875,450108.59375,466237.53125,442086.9375,433609.78125,610384.1875,321341.71875,277794.28125,211524.953125,275446.75,281477.9375,233455.34375
P51648,ALDH3A2,Homo sapiens,3852623.25,4141410.5,3112654,3732982.25,4638463.5,3037593.5,3677612,3598957.75,3691498.5,3420683,3812886.75,4975863,6531761.5,4709109.5,4416220,6582793.5,5106152,3867310
P51649,ALDH5A1,Homo sapiens,1630673.375,1618372,1379416.25,1492769.125,1838615.625,1204940.375,1919769.25,1744061,1932904.25,1746988.75,1866645.625,2448947,2238496.25,1765817.375,1620398.625,2214902,1979635.375,1534013.875
P51659,HSD17B4,Homo sapiens,8532171,8616406,6548814,7946792.5,9903227,5799509.5,9637419,8851286,9240835,9148147,9744628,12833450,9649259,7270685,6428594.5,9710846,7836587.5,6151912.5
P51665,PSMD7,Homo sapiens,9131504,9097107,8742596,8553060,11310951,7282886,6133653,5816215.5,7053333.5,6804437,6498517,8673528,9618746,7904880,6078948,8920047,7578663,6274131.5
P51668;Q9Y2X8,UBE2D1;UBE2D4,Homo sapiens,121610.875,107792.8828125,NaN,112857.578125,132789.390625,32160.185546875,96948.7109375,84382.8125,65528.1796875,73389.2109375,83954.203125,81462.625,213754.359375,119961.8984375,109621.5546875,184566.453125,124724.6953125,87845.234375
P51687,SUOX,Homo sapiens,140804.5,151722.703125,142505.328125,130129.75,188415.625,136515.859375,102688.8359375,80547.8828125,86417.6640625,73323.4375,89296,99664.875,149796.875,93032.1796875,91709.0390625,139956.140625,104064.421875,80662.78125
P51688,SGSH,Homo sapiens,89753.265625,117173.34375,141260.59375,122483.84375,144974.171875,89034.125,71250.28125,71025.78125,86002.28125,85102.8671875,50445.140625,118612.15625,35457.6328125,48397.53515625,46327.2890625,51800.88671875,55097.359375,49257.08203125
P51689,ARSD,Homo sapiens,246923.71875,44110.35546875,NaN,229061.40625,209497.84375,99274.4140625,171651.5,117782.328125,219592.328125,117102.953125,159799.578125,222608.46875,54068.1328125,142060.375,103495.9296875,214724.1875,102380.828125,112916.203125
P51692,STAT5B,Homo sapiens,245406.109375,259575.875,244138.390625,215613.640625,295349.53125,188137.71875,164182.28125,174000.046875,187303.578125,166579.640625,176976,286007.5625,253846.109375,234927.296875,191631.890625,274979.28125,200058.421875,204484.5
P51784,USP11,Homo sapiens,1365180.875,1384572.75,1019044.6875,1286018.875,1612418,909829.625,467899.09375,422646.8125,582017,483148.40625,464775.53125,626860.25,753160.0625,618195,519593.5625,772783,652803.875,564936.0625
P51788,CLCN2,Homo sapiens,16690.8984375,9180.2451171875,NaN,22913.6640625,38381.7265625,11755.5302734375,35152.28515625,33516.02734375,40397.62109375,35143.48828125,26080.12109375,50969.14453125,27614.580078125,19784.5703125,17360.212890625,NaN,20082.18359375,9982.0849609375
P51795,CLCN5,Homo sapiens,NaN,NaN,NaN,306456.40625,209285.90625,NaN,NaN,NaN,NaN,176061.078125,141134.015625,NaN,148188.578125,163099.9375,NaN,NaN,NaN,NaN
P51798,CLCN7,Homo sapiens,380461.9375,398017.03125,368774.65625,396737.1875,465686.375,356359.3125,307354.1875,277488.03125,337184.0625,267929.53125,278544.625,368382.40625,513436.28125,410366.8125,352068.21875,446532.5625,437862.1875,359034.8125
P51805,PLXNA3,Homo sapiens,90483.1171875,104624.328125,99442.328125,89707.453125,119217.359375,84447.2421875,32934.06640625,24919.6953125,47651.90234375,36694.3515625,26964.560546875,59614.0703125,72051.21875,53957.8984375,49190.4296875,58767.1953125,51838.515625,42790.76953125
P51808,DYNLT3,Homo sapiens,207068.9375,240790.359375,148149.25,199089.0625,237856.109375,168920.859375,159703.890625,165673.34375,134397.5,138374.734375,172681.640625,206955.921875,249872.171875,206558.421875,219397.703125,211794.609375,216626.203125,179210.703125
P51809,VAMP7,Homo sapiens,2470363.5,2476150.75,1840648.125,2214244,2803078.5,1679366.125,1992414,2015830.5,2133772.5,1996637.375,2097071,2596024.75,1480291.625,1038712.0625,962716.5625,1328647.375,1183893.375,955022.3125
P51812,RPS6KA3,Homo sapiens,565723.375,562839.875,520704.78125,526670,674448.6875,399084.6875,532598.625,464107.21875,534415.875,476061.8125,489361.40625,731153.1875,2894356.5,2070850.75,1728185,2846179.25,2286089.5,1744686.5
P51857,AKR1D1,Homo sapiens,43156.31640625,46057.84765625,NaN,51438.84765625,48580.18359375,NaN,152320.34375,91505.390625,124247.5703125,187265.75,166030.734375,206478.3125,NaN,NaN,NaN,NaN,NaN,NaN
P51858,HDGF,Homo sapiens,9670965,9982252,7503846.5,8079449.5,10899113,6509370.5,8899211,9245030,7173920,8832321,8677990,10889993,12351648,10951983,9760924,11931235,9467535,9156965
P51884,LUM,Homo sapiens,342104,399892.09375,387056.4375,318605.1875,437467.3125,230515.84375,767058,551204.6875,888742.4375,836076.625,869960,1616696,768438.375,461054.71875,282917.46875,1136990,556110.6875,385807.3125
P51946,CCNH,Homo sapiens,444131,451237,314593.34375,396596.09375,527302.5,278781.3125,322490.96875,297097.90625,361198.5,303794.84375,319573.9375,413692.40625,565639.75,390247.625,413798.25,536144.4375,479182,387457.84375
P51948,MNAT1,Homo sapiens,437975.5625,418875.71875,333100.6875,406075.875,462786.28125,320879.65625,333482.84375,346566.09375,331975.875,339913.0625,360764.84375,406978.9375,585891.5,459977.5,409338.1875,606995.3125,495491.4375,374192.34375
P51956,NEK3,Homo sapiens,53813.859375,56807.1640625,51460.61328125,47793.921875,68261.078125,53421.19140625,28937.08203125,24805.486328125,22291.591796875,21159.890625,25391.240234375,29648.36328125,96635.7734375,75231.859375,66722.3125,92762.65625,77586.671875,56203.55078125
P51965,UBE2E1,Homo sapiens,608900.125,763056.5,349666.09375,502035.4375,738821.875,430897,718425.5625,730140.4375,483312.15625,621949.25,785862.75,735404.625,589355.25,455564.03125,285997,428209.71875,505378.53125,452743.78125
P51970,NDUFA8,Homo sapiens,2203860.25,2407012.75,2226847.75,2565590.25,2861924,2203060.5,2861084.25,3178014.5,2883504,3476942.5,3252157,3831544.25,3386389.25,2272433.25,2483615.5,3260322.75,3043116.5,2177658.75
P51991,HNRNPA3,Homo sapiens,24137336,21817392,25927792,22134374,28843868,17445812,23995022,19496836,25410900,26578326,24251870,31878052,32518998,29486444,23685946,34420300,28901354,23511528
P52209,PGD,Homo sapiens,47343564,48723540,36712280,44925092,57016972,33484968,19793982,18168010,21061284,20002846,20206756,28104742,34269244,26461816,23958236,33645764,27894920,22515894
P52272,HNRNPM,Homo sapiens,30974792,31332550,30881192,29713206,36550744,27062086,25577214,26996814,24455884,26989822,28007980,31329066,44266496,31801162,27999332,42753756,32886576,24481170
P52292,KPNA2,Homo sapiens,10896790,12332071,8930472,11477515,13260837,9424434,14531635,14034390,14765333,14093948,15081629,18658588,21917024,15073593,12945565,20788686,17087492,12494351
P52294,KPNA1,Homo sapiens,1191048.625,1295491.25,1010525.875,1167272.5,1330164.125,826711.4375,1154710.5,1179177.75,1142645.5,1125852.375,1210695.125,1335612.875,1564812.125,1178612.375,1227960.25,1461343.125,1324606.25,1002668.4375
P52298,NCBP2,Homo sapiens,1299674.5,1587428,899225.125,1013575.25,1165685.625,661940.9375,1565306.25,1068780.5,801225.75,1099175.5,1272917.875,1490811.5,1131608.875,1173129.375,990815.0625,1091719.625,982896.9375,845070.875
P52306,RAP1GDS1,Homo sapiens,1222333.375,1170318.125,1153451.375,1044413.3125,1400718.125,941733.75,781787.625,585365,961687.25,763965.25,670236.0625,1154862.125,1432856.125,931099.75,714477.4375,1285054.625,1030635.25,785334.3125
